cluster_id,centroid_lat,centroid_lng,violation_count,unique_vehicle_types,dominant_vehicle_type,vehicle_mix,police_station_mode,location_mode,junction_name_mode,junction_flag_rate,has_junction_name_rate,first_seen_ist,last_seen_ist,active_days,active_weeks,peak_hour_basic,peak_day_basic,h3_cells_count,cluster_quality,needs_manual_review,peak_hour,peak_hour_count,peak_hour_share,top_3_hours,peak_day_name,peak_day_type,weekday_peak_hour,weekend_peak_hour,recommended_patrol_window,secondary_patrol_window,temporal_concentration_score,temporal_confidence,m3_notes,assigned_station,station_assignment_method,station_assignment_confidence,station_cluster_rank,station_violation_rank,station_priority_band,is_top_station_hotspot,station_total_clusters,station_total_violations,station_needs_review_clusters,station_good_clusters,station_medium_clusters,cluster_violation_share_within_station,jurisdiction_notes,observation_span_days,recurrence_rate_days,week_coverage_rate,avg_violations_per_active_day,max_daily_violations,top_day_share,weekend_share,weekday_share,hotspot_type,needs_review_flag,deployment_readiness,review_reason,primary_behavior_signal,behavior_signal_strength,recommended_action,classification_confidence,m4_reason,m4_notes,handoff_ready,handoff_warning,prakhar_feature_version,downstream_join_key
C_45,12.969600564694607,77.64129608233884,560,7,MOTOR CYCLE,"MOTOR CYCLE:222,SCOOTER:183,CAR:146,JEEP:5,PASSENGER AUTO:2,TOURIST BUS:1,LGV:1",JEEVANBHEEMANAGAR,"Domlur Inner Ring Road, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",No Junction,0.0071,0.0,2023-11-10 09:01:46+05:30,2024-04-06 09:08:46+05:30,94,22,8,Saturday,2,good,1,8,93,0.1661,"[8, 7, 6]",Saturday,MIXED,8.0,7.0,08:00-10:00,07:00-09:00,0.4643,HIGH,no strong weekday/weekend skew,JEEVANBHEEMANAGAR,police_station_mode,MEDIUM,3,3,HIGH,1,35,5678,16,11,24,0.0986,cluster flagged for review,149,0.6309,0.9565,5.96,32,0.0571,0.3589,0.6411,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=94, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_45
C_23,12.973805207855643,77.60762985214475,540,14,SCOOTER,"SCOOTER:183,MOTOR CYCLE:156,PASSENGER AUTO:95,CAR:75,MAXI-CAB:10,VAN:7,MOPED:4,GOODS AUTO:2,TEMPO:2,LGV:2,JEEP:1,PRIVATE BUS:1,MINI LORRY:1,OTHERS:1",ASHOK NAGAR,"Brigade Road, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",No Junction,0.0,0.2148,2023-11-10 06:18:46+05:30,2024-04-08 12:49:46+05:30,86,23,12,Sunday,3,good,1,12,100,0.1852,"[12, 14, 11]",Sunday,MIXED,12.0,14.0,12:00-14:00,14:00-16:00,0.4481,HIGH,no strong weekday/weekend skew,ASHOK NAGAR,police_station_mode,MEDIUM,2,2,MEDIUM,1,24,2968,10,7,17,0.1819,cluster flagged for review,151,0.5695,1.0,6.28,45,0.0833,0.3741,0.6259,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=86, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_23
C_181,12.927466062569831,77.58600870651769,537,14,CAR,"CAR:236,SCOOTER:202,MOTOR CYCLE:73,PASSENGER AUTO:8,MAXI-CAB:4,JEEP:3,LGV:2,TEMPO:2,VAN:2,HGV:1,MOPED:1,MINI LORRY:1,TANKER:1,GOODS AUTO:1",JAYANAGARA,"11th Main Road, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",BTP225 - Geetha Junction,0.1024,1.0,2023-11-11 14:34:46+05:30,2024-04-07 09:51:46+05:30,97,22,9,Sunday,2,good,1,9,106,0.1974,"[9, 8, 11]",Sunday,MIXED,9.0,8.0,09:00-11:00,08:00-10:00,0.5121,HIGH,no strong weekday/weekend skew,JAYANAGARA,police_station_mode,MEDIUM,2,2,MEDIUM,1,34,3074,15,6,28,0.1747,cluster flagged for review,149,0.651,0.9565,5.54,48,0.0894,0.4432,0.5568,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=97, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_181
C_245,13.017782217570094,77.53157108635514,535,15,CAR,"CAR:254,SCOOTER:56,LGV:53,PASSENGER AUTO:44,MAXI-CAB:31,MOTOR CYCLE:26,HGV:21,VAN:14,SCHOOL VEHICLE:11,TEMPO:10,LORRY/GOODS VEHICLE:5,PRIVATE BUS:4,GOODS AUTO:3,TOURIST BUS:2,JEEP:1",RAJAJINAGAR,"Dr Rajkumar Puniya Bhoomi Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",No Junction,0.0,0.0,2023-11-12 12:22:46+05:30,2024-04-08 11:42:46+05:30,78,23,11,Wednesday,2,good,1,11,117,0.2187,"[11, 4, 3]",Wednesday,WEEKDAY,11.0,11.0,11:00-13:00,04:00-06:00,0.4467,HIGH,clean,RAJAJINAGAR,police_station_mode,MEDIUM,4,4,HIGH,1,46,6236,30,12,32,0.0858,cluster flagged for review,149,0.5235,1.0,6.86,111,0.2075,0.2523,0.7477,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=78, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_245
C_132,12.979932711842105,77.61385238101504,532,10,CAR,"CAR:440,PASSENGER AUTO:43,SCOOTER:17,MAXI-CAB:13,LGV:6,MOTOR CYCLE:6,PRIVATE BUS:3,JEEP:2,VAN:1,TOURIST BUS:1",SHIVAJINAGAR,"Dickenson Road, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",No Junction,0.0,0.0,2023-11-11 07:44:46+05:30,2024-04-07 05:59:46+05:30,83,22,10,Sunday,1,good,1,10,182,0.3421,"[10, 11, 9]",Sunday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.7274,HIGH,no strong weekday/weekend skew,SHIVAJINAGAR,police_station_mode,MEDIUM,6,6,CRITICAL,1,35,27458,21,9,24,0.0194,cluster flagged for review,149,0.557,0.9565,6.41,22,0.0414,0.5019,0.4981,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=83, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_132
C_175,13.000021170114943,77.61105618045977,522,8,SCOOTER,"SCOOTER:286,PASSENGER AUTO:94,MOTOR CYCLE:79,CAR:51,VAN:4,GOODS AUTO:4,TEMPO:2,LGV:2",PULIKESHINAGAR(F.TOWN),"Robertson Road, Sri Ramakrishnappa Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",No Junction,0.0,0.0,2023-11-11 12:17:46+05:30,2024-04-07 12:43:46+05:30,73,22,11,Tuesday,1,good,1,11,124,0.2375,"[11, 12, 4]",Tuesday,MIXED,11.0,12.0,11:00-13:00,12:00-14:00,0.6418,HIGH,no strong weekday/weekend skew,PULIKESHINAGAR(F.TOWN),police_station_mode,MEDIUM,2,2,MEDIUM,1,29,3110,13,8,21,0.1678,cluster flagged for review,149,0.4899,0.9565,7.15,39,0.0747,0.3793,0.6207,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=73, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_175
C_1,12.996314398828126,77.56313542929686,512,9,SCOOTER,"SCOOTER:317,MOTOR CYCLE:105,CAR:65,LGV:10,PASSENGER AUTO:8,GOODS AUTO:2,OTHERS:2,VAN:2,TEMPO:1",SHESHADRIPURAM,"4th Main Road, Nagappa Block, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",No Junction,0.0,0.0,2023-11-10 01:38:46+05:30,2024-04-06 10:38:46+05:30,35,18,9,Friday,1,good,0,9,104,0.2031,"[9, 8, 10]",Friday,WEEKDAY,9.0,8.0,09:00-11:00,08:00-10:00,0.5332,HIGH,clean,SHESHADRIPURAM,police_station_mode,HIGH,1,1,MEDIUM,1,20,2523,7,8,12,0.2029,clean,149,0.2349,0.7826,14.63,47,0.0918,0.2363,0.7637,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=35, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_1
C_183,13.030661011361149,77.53633902228573,509,14,SCOOTER,"SCOOTER:125,MOTOR CYCLE:122,CAR:118,LGV:52,PASSENGER AUTO:43,MAXI-CAB:20,GOODS AUTO:7,LORRY/GOODS VEHICLE:5,PRIVATE BUS:4,VAN:4,MOPED:3,TEMPO:3,JEEP:2,MINI LORRY:1",YESHWANTHPURA,"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",No Junction,0.002,0.0,2023-11-12 01:29:46+05:30,2024-04-08 11:34:46+05:30,93,22,9,Saturday,1,good,1,9,88,0.1729,"[9, 10, 8]",Saturday,MIXED,10.0,9.0,09:00-11:00,10:00-12:00,0.4067,HIGH,no strong weekday/weekend skew,YESHWANTHPURA,police_station_mode,MEDIUM,1,1,LOW,1,17,1797,10,5,12,0.2832,cluster flagged for review,149,0.6242,0.9565,5.47,32,0.0629,0.3713,0.6287,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=93, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_183
C_167,12.970139066328134,77.60672663032938,509,9,SCOOTER,"SCOOTER:310,MOTOR CYCLE:88,CAR:87,JEEP:7,PASSENGER AUTO:5,MAXI-CAB:5,MOPED:3,LGV:3,SCHOOL VEHICLE:1",ASHOK NAGAR,"Brigade Road, St Patricks Complex, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",No Junction,0.0,0.0,2023-11-11 11:06:46+05:30,2024-03-15 11:12:46+05:30,54,18,4,Friday,3,good,0,4,105,0.2063,"[4, 1, 2]",Friday,WEEKDAY,1.0,4.0,04:00-06:00,01:00-03:00,0.5383,HIGH,clean,ASHOK NAGAR,police_station_mode,HIGH,3,3,MEDIUM,1,24,2968,10,7,17,0.1715,clean,126,0.4286,0.7826,9.43,41,0.0806,0.3026,0.6974,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=54, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_167
C_0_10,12.963333436769151,77.58101591815054,480,13,SCOOTER,"SCOOTER:178,LGV:92,CAR:84,MOTOR CYCLE:47,GOODS AUTO:24,PASSENGER AUTO:22,LORRY/GOODS VEHICLE:13,HGV:8,VAN:5,PRIVATE BUS:4,MOPED:1,MAXI-CAB:1,JEEP:1",CITY MARKET,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)","BTP080 - NR Road, SP Road Junction",0.0,1.0,2023-11-12 08:17:46+05:30,2024-04-07 09:08:46+05:30,64,21,9,Tuesday,2,good,1,9,74,0.1542,"[9, 5, 10]",Tuesday,WEEKDAY,9.0,9.0,09:00-11:00,05:00-07:00,0.3833,HIGH,clean,CITY MARKET,police_station_mode,MEDIUM,4,4,CRITICAL,1,36,15655,21,7,25,0.0307,cluster flagged for review,148,0.4324,0.913,7.5,55,0.1146,0.2729,0.7271,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=64, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_0_10
C_429,12.973722638622128,77.62299762546972,479,9,CAR,"CAR:229,MAXI-CAB:102,PASSENGER AUTO:63,SCOOTER:54,MOTOR CYCLE:22,MOPED:4,LGV:2,VAN:2,JEEP:1",HALASUR,"Old Madras Road, Lido Mall, Someshwarpura, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",No Junction,0.0021,0.0,2023-11-17 04:48:46+05:30,2024-04-07 08:30:46+05:30,76,21,4,Sunday,3,good,1,4,134,0.2797,"[4, 5, 2]",Sunday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.5094,HIGH,clean,HALASUR,police_station_mode,MEDIUM,2,2,MEDIUM,1,28,3011,19,5,23,0.1591,cluster flagged for review,143,0.5315,0.913,6.3,23,0.048,0.3215,0.6785,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=76, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_429
C_0_7,12.975627165141612,77.58161387734204,459,15,CAR,"CAR:219,PASSENGER AUTO:82,MAXI-CAB:46,LGV:33,SCOOTER:19,PRIVATE BUS:11,HGV:10,OTHERS:10,GOODS AUTO:9,TEMPO:8,VAN:4,MOTOR CYCLE:3,LORRY/GOODS VEHICLE:2,JEEP:2,BUS (BMTC/KSRTC):1",UPPARPET,"Y Ramachandra Road, Maharani College Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",BTP038 - Mysore Bank Junction,0.0,1.0,2023-11-11 03:41:46+05:30,2024-04-07 09:44:46+05:30,73,21,4,Wednesday,1,good,1,4,107,0.2331,"[4, 9, 8]",Wednesday,WEEKDAY,4.0,9.0,04:00-06:00,09:00-11:00,0.5773,HIGH,clean,UPPARPET,police_station_mode,MEDIUM,5,5,CRITICAL,1,33,36360,22,5,21,0.0126,cluster flagged for review,149,0.4899,0.913,6.29,39,0.085,0.2898,0.7102,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=73, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_0_7
C_117,12.959073323254122,77.64559126832552,458,10,MAXI-CAB,"MAXI-CAB:238,PASSENGER AUTO:102,CAR:82,SCOOTER:20,LGV:7,MOTOR CYCLE:5,TRACTOR:1,MOPED:1,TANKER:1,GOODS AUTO:1",JEEVANBHEEMANAGAR,"Golf Avenue Road, Muniallappa Garden, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",No Junction,0.0,0.0,2023-11-11 05:55:46+05:30,2024-04-07 08:48:46+05:30,69,21,3,Friday,1,good,1,3,108,0.2358,"[3, 5, 4]",Friday,WEEKDAY,3.0,5.0,03:00-05:00,05:00-07:00,0.5546,HIGH,clean,JEEVANBHEEMANAGAR,police_station_mode,MEDIUM,4,4,HIGH,1,35,5678,16,11,24,0.0807,cluster flagged for review,149,0.4631,0.913,6.64,25,0.0546,0.3122,0.6878,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=69, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_117
C_67,12.960966812641084,77.51169017810383,443,10,CAR,"CAR:351,SCOOTER:35,MOTOR CYCLE:20,PASSENGER AUTO:18,LGV:11,JEEP:3,MINI LORRY:2,OTHERS:1,LORRY/GOODS VEHICLE:1,PRIVATE BUS:1",JNANABHARATHI,"Mallathahalli Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",No Junction,0.009,0.0,2023-11-10 12:50:46+05:30,2024-04-07 07:49:46+05:30,99,22,12,Sunday,3,good,1,12,115,0.2596,"[12, 11, 13]",Sunday,WEEKDAY,11.0,12.0,12:00-14:00,11:00-13:00,0.6727,HIGH,clean,JNANABHARATHI,police_station_mode,MEDIUM,1,1,LOW,1,4,600,2,1,3,0.7383,cluster flagged for review; dominates station (74% of station violations),150,0.66,0.9565,4.47,17,0.0384,0.3318,0.6682,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=99, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_67
C_643,12.959220624943312,77.71603157528344,441,12,CAR,"CAR:181,MAXI-CAB:129,SCOOTER:35,MOTOR CYCLE:33,PASSENGER AUTO:33,LGV:19,LORRY/GOODS VEHICLE:3,VAN:2,TEMPO:2,JEEP:2,HGV:1,MOPED:1",HAL OLD AIRPORT,"ITPL Main Road, Embassy Paragon, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",No Junction,0.0023,0.0,2023-11-30 04:23:46+05:30,2024-04-05 05:22:46+05:30,58,18,5,Saturday,2,good,0,5,101,0.229,"[5, 6, 7]",Saturday,MIXED,5.0,7.0,05:00-07:00,06:00-08:00,0.5624,HIGH,no strong weekday/weekend skew,HAL OLD AIRPORT,police_station_mode,HIGH,11,11,CRITICAL,0,51,19446,22,17,32,0.0227,clean,128,0.4531,0.7826,7.6,38,0.0862,0.3537,0.6463,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=58, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_643
C_98,12.959824055123965,77.64904696592139,439,12,PASSENGER AUTO,"PASSENGER AUTO:206,CAR:79,MAXI-CAB:56,SCOOTER:45,MOTOR CYCLE:31,BUS (BMTC/KSRTC):7,LGV:6,OTHERS:5,MINI LORRY:1,GOODS AUTO:1,TEMPO:1,TANKER:1",JEEVANBHEEMANAGAR,"Old Airport Road, Manipal Hospital Junction, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",No Junction,0.0023,0.0,2023-11-11 04:01:46+05:30,2024-04-06 07:33:46+05:30,90,21,8,Thursday,1,good,1,8,68,0.1549,"[8, 5, 9]",Thursday,WEEKDAY,6.0,9.0,08:00-10:00,05:00-07:00,0.4237,HIGH,clean,JEEVANBHEEMANAGAR,police_station_mode,MEDIUM,5,5,HIGH,1,35,5678,16,11,24,0.0773,cluster flagged for review,148,0.6081,0.913,4.88,24,0.0547,0.3257,0.6743,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=90, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_98
C_271,12.964449374141877,77.5551785729977,437,14,SCOOTER,"SCOOTER:118,PASSENGER AUTO:111,CAR:90,GOODS AUTO:34,MOTOR CYCLE:34,LGV:22,MAXI-CAB:12,VAN:4,OTHERS:3,JEEP:3,MINI LORRY:2,TEMPO:2,TRACTOR:1,MOPED:1",MAGADI ROAD,"JJR Main Road, JJR Nagar Circle, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",No Junction,0.0046,0.1465,2023-11-13 07:22:46+05:30,2024-04-08 11:23:46+05:30,63,21,2,Thursday,2,good,1,2,102,0.2334,"[2, 11, 10]",Thursday,WEEKDAY,2.0,2.0,02:00-04:00,11:00-13:00,0.4668,HIGH,clean,MAGADI ROAD,police_station_mode,MEDIUM,3,3,HIGH,1,40,7483,22,10,30,0.0584,cluster flagged for review,148,0.4257,0.913,6.94,28,0.0641,0.2883,0.7117,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=63, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_271
C_115,12.980752724224084,77.5583003064869,425,12,SCOOTER,"SCOOTER:209,MOTOR CYCLE:72,PASSENGER AUTO:54,CAR:52,LGV:10,MOPED:7,MAXI-CAB:7,GOODS AUTO:5,VAN:4,TEMPO:2,SCHOOL VEHICLE:2,LORRY/GOODS VEHICLE:1",MAGADI ROAD,"80 Feet Ring Road, SSI Industrial Area, Block 5, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",BTP010 - Rajajinagar Entrance,0.0024,1.0,2023-11-11 05:31:46+05:30,2024-04-05 04:57:46+05:30,98,22,12,Tuesday,2,good,1,12,52,0.1224,"[12, 4, 6]",Tuesday,WEEKDAY,6.0,11.0,12:00-14:00,04:00-06:00,0.3482,HIGH,clean,MAGADI ROAD,police_station_mode,MEDIUM,4,4,HIGH,1,40,7483,22,10,30,0.0568,cluster flagged for review,147,0.6667,0.9565,4.34,20,0.0471,0.3388,0.6612,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=98, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_115
C_139,12.970288163182898,77.54615232066509,421,6,SCOOTER,"SCOOTER:333,MOTOR CYCLE:37,PASSENGER AUTO:30,CAR:15,GOODS AUTO:5,MOPED:1",VIJAYANAGARA,"1st Main Road, Ganesha Garden, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",BTP020 - Hosahalli Metro Station,0.0,0.5819,2023-11-11 08:33:46+05:30,2024-03-29 02:41:46+05:30,43,19,4,Thursday,2,good,0,4,115,0.2732,"[4, 8, 5]",Thursday,WEEKDAY,4.0,4.0,04:00-06:00,08:00-10:00,0.5178,HIGH,clean,VIJAYANAGARA,police_station_mode,HIGH,7,7,CRITICAL,0,33,14536,21,16,17,0.029,clean,140,0.3071,0.8261,9.79,30,0.0713,0.3135,0.6865,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=43, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_139
C_349,12.913676122195703,77.60636227613365,419,10,SCOOTER,"SCOOTER:183,MOTOR CYCLE:105,CAR:97,PASSENGER AUTO:15,MAXI-CAB:8,VAN:4,JEEP:3,TEMPO:2,LGV:1,GOODS AUTO:1",MICO LAYOUT,"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",No Junction,0.0,0.4057,2023-11-14 12:43:46+05:30,2024-04-02 02:46:46+05:30,35,13,11,Thursday,3,good,0,11,108,0.2578,"[11, 5, 12]",Thursday,MIXED,11.0,5.0,11:00-13:00,05:00-07:00,0.6539,HIGH,no strong weekday/weekend skew,MICO LAYOUT,police_station_mode,HIGH,1,1,LOW,1,24,2243,11,5,19,0.1868,clean,141,0.2482,0.5652,11.97,34,0.0811,0.3795,0.6205,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=35, active_weeks=13 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_349
C_254,12.912418464425718,77.63356620890563,419,6,SCOOTER,"SCOOTER:217,MOTOR CYCLE:150,MOPED:25,CAR:24,MAXI-CAB:2,JEEP:1",HSR LAYOUT,"17th Cross Road, Sector 7, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",No Junction,0.0,0.0,2023-11-12 14:33:46+05:30,2024-04-08 05:45:46+05:30,54,20,12,Sunday,1,good,0,12,105,0.2506,"[12, 11, 13]",Sunday,MIXED,12.0,13.0,12:00-14:00,11:00-13:00,0.5728,HIGH,no strong weekday/weekend skew,HSR LAYOUT,police_station_mode,HIGH,4,4,MEDIUM,1,34,4491,19,6,26,0.0933,clean,149,0.3624,0.8696,7.76,25,0.0597,0.3914,0.6086,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=54, active_weeks=20 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_254
C_100,12.97840179224953,77.54324936718781,419,14,CAR,"CAR:145,SCOOTER:139,MOTOR CYCLE:71,PASSENGER AUTO:46,VAN:5,LGV:3,GOODS AUTO:3,OTHERS:1,MOPED:1,HGV:1,FACTORY BUS:1,PRIVATE BUS:1,MAXI-CAB:1,TEMPO:1",MAGADI ROAD,"G Narayana Kumar Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",BTP067 - Jai Muni Rao Circle,0.0,1.0,2023-11-11 04:12:46+05:30,2024-04-07 10:08:46+05:30,82,22,11,Sunday,2,good,1,11,92,0.2196,"[11, 10, 3]",Sunday,MIXED,11.0,10.0,11:00-13:00,10:00-12:00,0.5465,HIGH,no strong weekday/weekend skew,MAGADI ROAD,police_station_mode,MEDIUM,5,5,HIGH,1,40,7483,22,10,30,0.056,cluster flagged for review,149,0.5503,0.9565,5.11,31,0.074,0.3508,0.6492,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=82, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_100
