cluster_id,total_violations,active_days,active_weeks,observation_span_days,recurrence_rate_days,week_coverage_rate,avg_violations_per_active_day,max_daily_violations,top_day_share,weekend_share,weekday_share,peak_hour,peak_hour_share,temporal_concentration_score,assigned_station,station_priority_band,cluster_quality,needs_manual_review,hotspot_type,needs_review_flag,deployment_readiness,review_reason,primary_behavior_signal,behavior_signal_strength,recommended_action,classification_confidence,m4_reason,m4_notes
C_130,723,96,22,149,0.6443,0.9565,7.53,55,0.0761,0.2849,0.7151,10,0.1632,0.473,VIJAYANAGARA,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=96, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_251,714,79,21,148,0.5338,0.913,9.04,31,0.0434,0.3193,0.6807,12,0.2731,0.612,PULIKESHINAGAR(F.TOWN),MEDIUM,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=79, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_325,708,68,21,147,0.4626,0.913,10.41,38,0.0537,0.3997,0.6003,7,0.2218,0.565,MALLESHWARAM,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=68, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_66,697,93,22,150,0.62,0.9565,7.49,45,0.0646,0.2941,0.7059,5,0.1621,0.4075,SHIVAJINAGAR,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=93, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_292,684,79,20,147,0.5374,0.8696,8.66,41,0.0599,0.3977,0.6023,14,0.2822,0.6082,HSR LAYOUT,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=79, active_weeks=20 [rule A: >=30 days AND >=8 weeks]",clean
C_189,674,93,22,147,0.6327,0.9565,7.25,45,0.0668,0.2641,0.7359,11,0.2878,0.589,SADASHIVANAGAR,LOW,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=93, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_69,671,102,23,151,0.6755,1.0,6.58,62,0.0924,0.3532,0.6468,3,0.1699,0.4143,SHIVAJINAGAR,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=102, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_261,665,72,22,148,0.4865,0.9565,9.24,52,0.0782,0.2165,0.7835,2,0.4481,0.8511,YELAHANKA,LOW,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=72, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_403,654,41,17,141,0.2908,0.7391,15.95,67,0.1024,0.185,0.815,4,0.2905,0.5734,ASHOK NAGAR,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=41, active_weeks=17 [rule A: >=30 days AND >=8 weeks]",clean
C_143,647,88,22,149,0.5906,0.9565,7.35,41,0.0634,0.1005,0.8995,4,0.1654,0.3972,BELLANDUR,MEDIUM,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=88, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_136,622,99,22,147,0.6735,0.9565,6.28,31,0.0498,0.2379,0.7621,10,0.246,0.4711,VIJAYANAGARA,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=99, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_129,613,85,23,150,0.5667,1.0,7.21,43,0.0701,0.2219,0.7781,3,0.2251,0.4535,HAL OLD AIRPORT,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=85, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_296,610,69,21,141,0.4894,0.913,8.84,112,0.1836,0.0984,0.9016,4,0.2656,0.682,HAL OLD AIRPORT,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=69, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_211,580,103,22,146,0.7055,0.9565,5.63,30,0.0517,0.2293,0.7707,9,0.1172,0.3483,HAL OLD AIRPORT,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=103, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_182,574,79,22,148,0.5338,0.9565,7.27,42,0.0732,0.4181,0.5819,11,0.1429,0.3798,BELLANDUR,MEDIUM,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=79, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_446,571,31,15,142,0.2183,0.6522,18.42,68,0.1191,0.5026,0.4974,2,0.2084,0.5271,ADUGODI,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=31, active_weeks=15 [rule A: >=30 days AND >=8 weeks]",clean
C_45,560,94,22,149,0.6309,0.9565,5.96,32,0.0571,0.3589,0.6411,8,0.1661,0.4643,JEEVANBHEEMANAGAR,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=94, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_23,540,86,23,151,0.5695,1.0,6.28,45,0.0833,0.3741,0.6259,12,0.1852,0.4481,ASHOK NAGAR,MEDIUM,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=86, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_181,537,97,22,149,0.651,0.9565,5.54,48,0.0894,0.4432,0.5568,9,0.1974,0.5121,JAYANAGARA,MEDIUM,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=97, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_245,535,78,23,149,0.5235,1.0,6.86,111,0.2075,0.2523,0.7477,11,0.2187,0.4467,RAJAJINAGAR,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=78, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_132,532,83,22,149,0.557,0.9565,6.41,22,0.0414,0.5019,0.4981,10,0.3421,0.7274,SHIVAJINAGAR,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=83, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_175,522,73,22,149,0.4899,0.9565,7.15,39,0.0747,0.3793,0.6207,11,0.2375,0.6418,PULIKESHINAGAR(F.TOWN),MEDIUM,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=73, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_1,512,35,18,149,0.2349,0.7826,14.63,47,0.0918,0.2363,0.7637,9,0.2031,0.5332,SHESHADRIPURAM,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=35, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean
C_183,509,93,22,149,0.6242,0.9565,5.47,32,0.0629,0.3713,0.6287,9,0.1729,0.4067,YESHWANTHPURA,LOW,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=93, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_167,509,54,18,126,0.4286,0.7826,9.43,41,0.0806,0.3026,0.6974,4,0.2063,0.5383,ASHOK NAGAR,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=54, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean
C_0_10,480,64,21,148,0.4324,0.913,7.5,55,0.1146,0.2729,0.7271,9,0.1542,0.3833,CITY MARKET,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=64, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_429,479,76,21,143,0.5315,0.913,6.3,23,0.048,0.3215,0.6785,4,0.2797,0.5094,HALASUR,MEDIUM,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=76, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_0_7,459,73,21,149,0.4899,0.913,6.29,39,0.085,0.2898,0.7102,4,0.2331,0.5773,UPPARPET,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=73, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_117,458,69,21,149,0.4631,0.913,6.64,25,0.0546,0.3122,0.6878,3,0.2358,0.5546,JEEVANBHEEMANAGAR,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=69, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_67,443,99,22,150,0.66,0.9565,4.47,17,0.0384,0.3318,0.6682,12,0.2596,0.6727,JNANABHARATHI,LOW,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=99, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_643,441,58,18,128,0.4531,0.7826,7.6,38,0.0862,0.3537,0.6463,5,0.229,0.5624,HAL OLD AIRPORT,CRITICAL,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=58, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean
C_98,439,90,21,148,0.6081,0.913,4.88,24,0.0547,0.3257,0.6743,8,0.1549,0.4237,JEEVANBHEEMANAGAR,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=90, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_271,437,63,21,148,0.4257,0.913,6.94,28,0.0641,0.2883,0.7117,2,0.2334,0.4668,MAGADI ROAD,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=63, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_115,425,98,22,147,0.6667,0.9565,4.34,20,0.0471,0.3388,0.6612,12,0.1224,0.3482,MAGADI ROAD,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=98, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_139,421,43,19,140,0.3071,0.8261,9.79,30,0.0713,0.3135,0.6865,4,0.2732,0.5178,VIJAYANAGARA,CRITICAL,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=43, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_349,419,35,13,141,0.2482,0.5652,11.97,34,0.0811,0.3795,0.6205,11,0.2578,0.6539,MICO LAYOUT,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=35, active_weeks=13 [rule A: >=30 days AND >=8 weeks]",clean
C_254,419,54,20,149,0.3624,0.8696,7.76,25,0.0597,0.3914,0.6086,12,0.2506,0.5728,HSR LAYOUT,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=54, active_weeks=20 [rule A: >=30 days AND >=8 weeks]",clean
C_100,419,82,22,149,0.5503,0.9565,5.11,31,0.074,0.3508,0.6492,11,0.2196,0.5465,MAGADI ROAD,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=82, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_203,418,50,21,147,0.3401,0.913,8.36,45,0.1077,0.2943,0.7057,9,0.1531,0.4306,VIJAYANAGARA,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=50, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
