cluster_id,total_violations,active_days,active_weeks,peak_hour,peak_hour_count,peak_hour_share,top_3_hours,peak_day_name,peak_day_type,weekday_peak_hour,weekend_peak_hour,recommended_patrol_window,secondary_patrol_window,temporal_concentration_score,temporal_confidence,m3_notes
C_596,69,22,14,9,21,0.3043,"[9, 5, 10]",Saturday,MIXED,10.0,9.0,09:00-11:00,05:00-07:00,0.6812,MEDIUM,no strong weekday/weekend skew
C_597,120,4,3,11,59,0.4917,"[11, 3, 9]",Saturday,WEEKEND,9.0,11.0,11:00-13:00,03:00-05:00,0.775,MEDIUM,few active days (<7)
C_598,20,15,11,11,8,0.4,"[11, 12, 2]",Thursday,WEEKDAY,11.0,2.0,11:00-13:00,12:00-14:00,0.85,MEDIUM,sparse data (<30 violations)
C_599,18,4,4,3,9,0.5,"[3, 11, 9]",Saturday,WEEKEND,13.0,3.0,03:00-05:00,11:00-13:00,0.8889,LOW,sparse data (<30 violations); few active days (<7)
C_6,396,71,23,3,93,0.2348,"[3, 4, 5]",Friday,WEEKDAY,3.0,5.0,03:00-05:00,04:00-06:00,0.5707,HIGH,clean
C_60,1276,82,22,10,193,0.1513,"[10, 12, 11]",Thursday,WEEKDAY,10.0,10.0,10:00-12:00,12:00-14:00,0.3918,HIGH,clean
C_600,23,6,6,12,16,0.6957,"[12, 4, 6]",Saturday,WEEKEND,6.0,12.0,12:00-14:00,04:00-06:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_601,15,8,4,9,4,0.2667,"[9, 1, 2]",Sunday,WEEKEND,9.0,1.0,09:00-11:00,01:00-03:00,0.6667,MEDIUM,sparse data (<30 violations)
C_602,21,11,7,9,5,0.2381,"[9, 11, 3]",Thursday,MIXED,9.0,4.0,09:00-11:00,11:00-13:00,0.5714,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_603,273,58,18,1,70,0.2564,"[1, 4, 10]",Tuesday,WEEKDAY,1.0,1.0,01:00-03:00,04:00-06:00,0.5348,HIGH,clean
C_604,74,8,5,4,39,0.527,"[4, 10, 6]",Sunday,MIXED,4.0,10.0,04:00-06:00,10:00-12:00,0.9865,MEDIUM,no strong weekday/weekend skew
C_605,981,18,9,12,276,0.2813,"[12, 11, 4]",Wednesday,WEEKDAY,12.0,12.0,12:00-14:00,11:00-13:00,0.6055,HIGH,clean
C_606,15,4,4,5,13,0.8667,"[5, 3, 8]",Sunday,WEEKEND,5.0,5.0,05:00-07:00,03:00-05:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_607,295,26,10,6,86,0.2915,"[6, 11, 9]",Saturday,MIXED,6.0,11.0,06:00-08:00,11:00-13:00,0.7458,HIGH,no strong weekday/weekend skew
C_608,23,4,4,11,7,0.3043,"[11, 4, 5]",Sunday,MIXED,4.0,11.0,11:00-13:00,04:00-06:00,0.7391,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_609,39,18,11,5,18,0.4615,"[5, 6, 7]",Thursday,WEEKDAY,5.0,6.0,05:00-07:00,06:00-08:00,0.9744,MEDIUM,clean
C_61,38,27,14,2,13,0.3421,"[2, 1, 3]",Tuesday,WEEKDAY,2.0,1.0,02:00-04:00,01:00-03:00,0.7105,MEDIUM,clean
C_610,23,5,5,7,7,0.3043,"[7, 10, 9]",Friday,WEEKDAY,7.0,4.0,07:00-09:00,10:00-12:00,0.7826,LOW,sparse data (<30 violations); few active days (<7)
C_611,33,16,14,5,8,0.2424,"[5, 6, 4]",Thursday,WEEKDAY,5.0,9.0,05:00-07:00,06:00-08:00,0.5455,MEDIUM,clean
C_612,108,33,18,11,26,0.2407,"[11, 4, 10]",Monday,WEEKDAY,4.0,10.0,11:00-13:00,04:00-06:00,0.6204,HIGH,clean
C_613,25,6,5,11,8,0.32,"[11, 9, 4]",Tuesday,WEEKDAY,9.0,11.0,11:00-13:00,09:00-11:00,0.8,LOW,sparse data (<30 violations); few active days (<7)
C_614,116,25,12,3,46,0.3966,"[3, 2, 4]",Saturday,WEEKDAY,3.0,2.0,03:00-05:00,02:00-04:00,0.8362,HIGH,clean
C_615,30,15,10,7,6,0.2,"[7, 14, 15]",Monday,WEEKDAY,7.0,14.0,07:00-09:00,14:00-16:00,0.4333,MEDIUM,clean
C_616,40,12,8,7,11,0.275,"[7, 8, 2]",Wednesday,WEEKDAY,7.0,2.0,07:00-09:00,08:00-10:00,0.625,MEDIUM,clean
C_617,195,36,18,10,85,0.4359,"[10, 11, 9]",Wednesday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.7487,HIGH,no strong weekday/weekend skew
C_618,53,12,6,14,14,0.2642,"[14, 17, 13]",Thursday,WEEKDAY,14.0,11.0,14:00-16:00,17:00-19:00,0.5849,MEDIUM,clean
C_619,17,13,9,9,4,0.2353,"[9, 4, 6]",Sunday,WEEKDAY,9.0,4.0,09:00-11:00,04:00-06:00,0.5882,MEDIUM,sparse data (<30 violations)
C_62,240,65,22,11,53,0.2208,"[11, 10, 2]",Saturday,WEEKDAY,11.0,11.0,11:00-13:00,10:00-12:00,0.4583,HIGH,clean
C_620,20,3,3,12,15,0.75,"[12, 11, 8]",Tuesday,WEEKDAY,12.0,,12:00-14:00,11:00-13:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_621,17,8,8,10,9,0.5294,"[10, 11, 7]",Wednesday,WEEKDAY,10.0,3.0,10:00-12:00,11:00-13:00,0.8235,MEDIUM,sparse data (<30 violations)
C_622,16,7,7,5,6,0.375,"[5, 13, 3]",Friday,WEEKDAY,5.0,13.0,05:00-07:00,13:00-15:00,0.75,MEDIUM,sparse data (<30 violations)
C_623,17,2,2,12,11,0.6471,"[12, 10, 11]",Tuesday,WEEKDAY,12.0,,12:00-14:00,10:00-12:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_624,23,14,12,7,8,0.3478,"[7, 4, 6]",Saturday,WEEKDAY,7.0,4.0,07:00-09:00,04:00-06:00,0.7391,MEDIUM,sparse data (<30 violations)
C_625,44,4,4,3,40,0.9091,"[3, 8, 5]",Tuesday,WEEKDAY,3.0,,03:00-05:00,08:00-10:00,1.0,MEDIUM,few active days (<7)
C_626,19,10,8,4,11,0.5789,"[4, 3, 2]",Friday,WEEKDAY,4.0,2.0,04:00-06:00,03:00-05:00,1.0,MEDIUM,sparse data (<30 violations)
C_627,110,23,11,3,39,0.3545,"[3, 2, 12]",Wednesday,WEEKDAY,3.0,12.0,03:00-05:00,02:00-04:00,0.7,HIGH,clean
C_628,45,26,16,4,18,0.4,"[4, 8, 3]",Tuesday,WEEKDAY,4.0,3.0,04:00-06:00,08:00-10:00,0.6667,MEDIUM,clean
C_629,28,16,10,7,5,0.1786,"[7, 11, 2]",Tuesday,WEEKDAY,7.0,12.0,07:00-09:00,11:00-13:00,0.4286,MEDIUM,sparse data (<30 violations)
C_63,148,24,12,10,64,0.4324,"[10, 12, 9]",Sunday,WEEKEND,9.0,10.0,10:00-12:00,12:00-14:00,0.6959,HIGH,clean
C_630,27,10,7,7,14,0.5185,"[7, 10, 9]",Thursday,WEEKDAY,7.0,10.0,07:00-09:00,10:00-12:00,0.7778,MEDIUM,sparse data (<30 violations)
C_631,383,43,19,11,79,0.2063,"[11, 4, 10]",Sunday,WEEKDAY,11.0,11.0,11:00-13:00,04:00-06:00,0.4595,HIGH,clean
C_632,375,63,18,10,85,0.2267,"[10, 2, 9]",Tuesday,WEEKDAY,2.0,10.0,10:00-12:00,02:00-04:00,0.5413,HIGH,clean
C_633,41,8,8,4,15,0.3659,"[4, 7, 3]",Friday,WEEKDAY,4.0,4.0,04:00-06:00,07:00-09:00,0.7317,MEDIUM,clean
C_634,35,9,7,2,23,0.6571,"[2, 3, 12]",Friday,WEEKDAY,2.0,,02:00-04:00,03:00-05:00,0.8857,MEDIUM,clean
C_635,98,11,5,4,42,0.4286,"[4, 10, 1]",Friday,WEEKDAY,4.0,,04:00-06:00,10:00-12:00,0.6939,MEDIUM,clean
C_636,179,20,11,10,34,0.1899,"[10, 5, 1]",Friday,WEEKDAY,10.0,2.0,10:00-12:00,05:00-07:00,0.5028,HIGH,clean
C_637,18,7,6,8,6,0.3333,"[8, 9, 11]",Saturday,MIXED,8.0,9.0,08:00-10:00,09:00-11:00,0.7778,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_638,24,10,9,2,13,0.5417,"[2, 6, 7]",Thursday,WEEKDAY,2.0,3.0,02:00-04:00,06:00-08:00,0.875,MEDIUM,sparse data (<30 violations)
C_639,21,8,6,8,7,0.3333,"[8, 5, 3]",Tuesday,MIXED,8.0,5.0,08:00-10:00,05:00-07:00,0.619,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_64,193,54,20,3,35,0.1813,"[3, 10, 6]",Friday,MIXED,3.0,3.0,03:00-05:00,10:00-12:00,0.4611,HIGH,no strong weekday/weekend skew
C_640,31,10,8,13,13,0.4194,"[13, 12, 14]",Monday,WEEKDAY,13.0,12.0,13:00-15:00,12:00-14:00,0.871,MEDIUM,clean
C_641,15,9,6,6,4,0.2667,"[6, 10, 2]",Thursday,WEEKDAY,6.0,4.0,06:00-08:00,10:00-12:00,0.6,MEDIUM,sparse data (<30 violations)
C_642,68,18,13,3,23,0.3382,"[3, 5, 4]",Saturday,MIXED,5.0,3.0,03:00-05:00,05:00-07:00,0.6471,MEDIUM,no strong weekday/weekend skew
C_643,441,58,18,5,101,0.229,"[5, 6, 7]",Saturday,MIXED,5.0,7.0,05:00-07:00,06:00-08:00,0.5624,HIGH,no strong weekday/weekend skew
C_644,25,8,7,4,8,0.32,"[4, 6, 5]",Wednesday,MIXED,4.0,8.0,04:00-06:00,06:00-08:00,0.76,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_645,16,10,8,10,6,0.375,"[10, 6, 9]",Friday,WEEKDAY,10.0,9.0,10:00-12:00,06:00-08:00,0.8125,MEDIUM,sparse data (<30 violations)
C_646,20,11,9,2,9,0.45,"[2, 3, 11]",Sunday,MIXED,2.0,2.0,02:00-04:00,03:00-05:00,0.75,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_647,28,10,8,6,8,0.2857,"[6, 0, 10]",Thursday,WEEKDAY,0.0,6.0,06:00-08:00,00:00-02:00,0.7143,MEDIUM,sparse data (<30 violations)
C_648,26,9,5,4,7,0.2692,"[4, 6, 8]",Monday,WEEKDAY,4.0,6.0,04:00-06:00,06:00-08:00,0.6923,MEDIUM,sparse data (<30 violations)
C_649,51,15,9,7,14,0.2745,"[7, 12, 10]",Saturday,MIXED,9.0,7.0,07:00-09:00,12:00-14:00,0.5686,MEDIUM,no strong weekday/weekend skew
C_65,259,45,19,9,111,0.4286,"[9, 8, 12]",Friday,WEEKDAY,9.0,9.0,09:00-11:00,08:00-10:00,0.668,HIGH,clean
C_650,19,3,3,9,11,0.5789,"[9, 10, 3]",Thursday,WEEKDAY,9.0,1.0,09:00-11:00,10:00-12:00,0.9474,LOW,sparse data (<30 violations); few active days (<7)
C_651,24,12,10,10,7,0.2917,"[10, 3, 11]",Friday,WEEKDAY,11.0,10.0,10:00-12:00,03:00-05:00,0.7083,MEDIUM,sparse data (<30 violations)
C_652,241,15,8,12,81,0.3361,"[12, 4, 3]",Tuesday,WEEKDAY,12.0,11.0,12:00-14:00,04:00-06:00,0.7012,HIGH,clean
C_653,61,17,11,5,15,0.2459,"[5, 10, 4]",Thursday,WEEKDAY,5.0,7.0,05:00-07:00,10:00-12:00,0.6393,MEDIUM,clean
C_654,58,29,15,3,20,0.3448,"[3, 4, 2]",Thursday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,0.7241,MEDIUM,clean
C_655,43,24,16,2,17,0.3953,"[2, 3, 13]",Wednesday,WEEKDAY,2.0,12.0,02:00-04:00,03:00-05:00,0.6744,MEDIUM,clean
C_656,18,10,7,6,13,0.7222,"[6, 5, 4]",Wednesday,WEEKDAY,6.0,5.0,06:00-08:00,05:00-07:00,0.8889,MEDIUM,sparse data (<30 violations)
C_657,15,4,4,7,6,0.4,"[7, 10, 8]",Sunday,WEEKEND,8.0,7.0,07:00-09:00,10:00-12:00,0.9333,LOW,sparse data (<30 violations); few active days (<7)
C_658,16,6,6,11,5,0.3125,"[11, 10, 9]",Sunday,MIXED,9.0,11.0,11:00-13:00,10:00-12:00,0.875,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_659,111,5,5,3,28,0.2523,"[3, 11, 9]",Monday,WEEKDAY,3.0,,03:00-05:00,11:00-13:00,0.6937,MEDIUM,few active days (<7)
C_66,697,93,22,5,113,0.1621,"[5, 4, 12]",Thursday,WEEKDAY,4.0,5.0,05:00-07:00,04:00-06:00,0.4075,HIGH,clean
C_660,18,6,6,11,11,0.6111,"[11, 13, 6]",Friday,WEEKDAY,11.0,5.0,11:00-13:00,13:00-15:00,0.9444,LOW,sparse data (<30 violations); few active days (<7)
C_661,14,4,4,11,8,0.5714,"[11, 13, 10]",Friday,WEEKDAY,11.0,5.0,11:00-13:00,13:00-15:00,0.9286,LOW,sparse data (<30 violations); few active days (<7)
C_662,22,17,14,2,4,0.1818,"[2, 11, 13]",Wednesday,WEEKDAY,2.0,13.0,02:00-04:00,11:00-13:00,0.5455,MEDIUM,sparse data (<30 violations)
C_663,27,7,6,3,20,0.7407,"[3, 4]",Saturday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,1.0,MEDIUM,sparse data (<30 violations)
C_664,40,4,3,3,19,0.475,"[3, 5, 4]",Thursday,MIXED,5.0,3.0,03:00-05:00,05:00-07:00,0.85,MEDIUM,few active days (<7); no strong weekday/weekend skew
C_665,34,9,9,7,12,0.3529,"[7, 5, 11]",Friday,MIXED,5.0,7.0,07:00-09:00,05:00-07:00,0.7647,MEDIUM,no strong weekday/weekend skew
C_666,43,10,8,2,13,0.3023,"[2, 4, 3]",Sunday,MIXED,4.0,2.0,02:00-04:00,04:00-06:00,0.5814,MEDIUM,no strong weekday/weekend skew
C_667,49,16,13,8,18,0.3673,"[8, 9, 11]",Wednesday,MIXED,8.0,8.0,08:00-10:00,09:00-11:00,0.6939,MEDIUM,no strong weekday/weekend skew
C_668,18,6,4,9,7,0.3889,"[9, 11, 6]",Monday,WEEKDAY,9.0,10.0,09:00-11:00,11:00-13:00,0.8333,LOW,sparse data (<30 violations); few active days (<7)
C_669,19,10,5,5,4,0.2105,"[5, 10, 12]",Sunday,MIXED,10.0,5.0,05:00-07:00,10:00-12:00,0.5789,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_67,443,99,22,12,115,0.2596,"[12, 11, 13]",Sunday,WEEKDAY,11.0,12.0,12:00-14:00,11:00-13:00,0.6727,HIGH,clean
C_670,94,17,8,5,23,0.2447,"[5, 8, 7]",Wednesday,WEEKDAY,5.0,8.0,05:00-07:00,08:00-10:00,0.5319,MEDIUM,clean
C_671,143,16,8,8,27,0.1888,"[8, 7, 6]",Thursday,WEEKDAY,8.0,6.0,08:00-10:00,07:00-09:00,0.4615,HIGH,clean
C_672,21,8,6,7,7,0.3333,"[7, 9, 5]",Sunday,MIXED,2.0,7.0,07:00-09:00,09:00-11:00,0.6667,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_673,49,17,15,10,18,0.3673,"[10, 7, 5]",Saturday,MIXED,10.0,10.0,10:00-12:00,07:00-09:00,0.6327,MEDIUM,no strong weekday/weekend skew
C_674,34,14,10,5,8,0.2353,"[5, 10, 9]",Sunday,MIXED,10.0,5.0,05:00-07:00,10:00-12:00,0.6471,MEDIUM,no strong weekday/weekend skew
C_675,16,9,6,10,5,0.3125,"[10, 13, 4]",Monday,WEEKDAY,10.0,8.0,10:00-12:00,13:00-15:00,0.625,MEDIUM,sparse data (<30 violations)
C_676,20,10,9,8,8,0.4,"[8, 5, 9]",Monday,WEEKDAY,8.0,10.0,08:00-10:00,05:00-07:00,0.65,MEDIUM,sparse data (<30 violations)
C_677,18,5,4,10,12,0.6667,"[10, 12, 11]",Sunday,WEEKEND,11.0,10.0,10:00-12:00,12:00-14:00,0.8889,LOW,sparse data (<30 violations); few active days (<7)
C_678,59,21,13,12,16,0.2712,"[12, 11, 14]",Sunday,MIXED,12.0,14.0,12:00-14:00,11:00-13:00,0.6102,MEDIUM,no strong weekday/weekend skew
C_679,72,18,12,13,23,0.3194,"[13, 11, 4]",Monday,WEEKDAY,13.0,13.0,13:00-15:00,11:00-13:00,0.6667,MEDIUM,clean
C_68,21,13,7,0,7,0.3333,"[0, 23, 1]",Saturday,MIXED,0.0,0.0,00:00-02:00,23:00-01:00,0.6667,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_680,35,17,12,7,7,0.2,"[7, 8, 12]",Friday,WEEKDAY,7.0,13.0,07:00-09:00,08:00-10:00,0.4857,MEDIUM,clean
C_681,26,3,3,5,13,0.5,"[5, 3, 6]",Monday,WEEKDAY,5.0,5.0,05:00-07:00,03:00-05:00,0.7692,LOW,sparse data (<30 violations); few active days (<7)
C_682,29,4,3,11,16,0.5517,"[11, 7, 5]",Thursday,WEEKDAY,11.0,,11:00-13:00,07:00-09:00,0.8621,LOW,sparse data (<30 violations); few active days (<7)
C_683,17,2,2,4,12,0.7059,"[4, 6]",Monday,WEEKDAY,4.0,,04:00-06:00,06:00-08:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_684,56,20,13,5,9,0.1607,"[5, 4, 8]",Sunday,MIXED,5.0,4.0,05:00-07:00,04:00-06:00,0.4464,MEDIUM,no strong weekday/weekend skew
C_685,15,2,2,7,9,0.6,"[7, 8, 11]",Saturday,WEEKEND,8.0,7.0,07:00-09:00,08:00-10:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_686,18,3,1,3,8,0.4444,"[3, 11, 4]",Thursday,WEEKDAY,3.0,,03:00-05:00,11:00-13:00,0.9444,LOW,sparse data (<30 violations); few active days (<7)
C_687,60,11,6,8,22,0.3667,"[8, 13, 11]",Thursday,WEEKDAY,13.0,8.0,08:00-10:00,13:00-15:00,0.75,MEDIUM,clean
C_688,23,12,12,6,5,0.2174,"[6, 11, 12]",Sunday,MIXED,9.0,6.0,06:00-08:00,11:00-13:00,0.4783,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_689,20,6,5,4,9,0.45,"[4, 7, 14]",Monday,WEEKDAY,4.0,14.0,04:00-06:00,07:00-09:00,0.7,LOW,sparse data (<30 violations); few active days (<7)
C_69,671,102,23,3,114,0.1699,"[3, 10, 5]",Monday,MIXED,3.0,10.0,03:00-05:00,10:00-12:00,0.4143,HIGH,no strong weekday/weekend skew
C_690,17,9,7,8,5,0.2941,"[8, 10, 6]",Tuesday,WEEKDAY,8.0,6.0,08:00-10:00,10:00-12:00,0.8235,MEDIUM,sparse data (<30 violations)
C_691,16,4,4,8,7,0.4375,"[8, 7, 9]",Tuesday,WEEKDAY,8.0,,08:00-10:00,07:00-09:00,0.875,LOW,sparse data (<30 violations); few active days (<7)
C_692,158,43,16,11,21,0.1329,"[11, 1, 9]",Friday,WEEKDAY,11.0,8.0,11:00-13:00,01:00-03:00,0.3354,HIGH,clean
C_693,56,17,9,1,29,0.5179,"[1, 0, 2]",Wednesday,WEEKDAY,1.0,0.0,01:00-03:00,00:00-02:00,0.9107,MEDIUM,clean
C_694,33,10,5,11,26,0.7879,"[11, 13, 4]",Wednesday,MIXED,11.0,11.0,11:00-13:00,13:00-15:00,0.9394,MEDIUM,no strong weekday/weekend skew
C_695,80,16,10,2,36,0.45,"[2, 3, 4]",Saturday,WEEKDAY,2.0,2.0,02:00-04:00,03:00-05:00,0.8625,MEDIUM,clean
C_696,28,6,5,4,19,0.6786,"[4, 3, 11]",Monday,WEEKDAY,4.0,3.0,04:00-06:00,03:00-05:00,0.9643,LOW,sparse data (<30 violations); few active days (<7)
C_697,16,9,8,3,7,0.4375,"[3, 2, 5]",Wednesday,MIXED,3.0,2.0,03:00-05:00,02:00-04:00,0.9375,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_698,20,7,6,5,7,0.35,"[5, 7, 8]",Tuesday,WEEKDAY,5.0,8.0,05:00-07:00,07:00-09:00,0.85,MEDIUM,sparse data (<30 violations)
C_699,27,2,1,11,13,0.4815,"[11, 7, 4]",Wednesday,WEEKDAY,11.0,,11:00-13:00,07:00-09:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_7,1519,134,23,3,195,0.1284,"[3, 11, 10]",Friday,WEEKDAY,11.0,3.0,03:00-05:00,11:00-13:00,0.3535,HIGH,clean
C_70,293,72,21,12,51,0.1741,"[12, 13, 7]",Monday,WEEKDAY,12.0,12.0,12:00-14:00,13:00-15:00,0.43,HIGH,clean
C_700,28,3,3,2,10,0.3571,"[2, 3, 10]",Sunday,MIXED,10.0,2.0,02:00-04:00,03:00-05:00,0.7143,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_701,23,18,13,8,6,0.2609,"[8, 5, 12]",Wednesday,WEEKDAY,8.0,12.0,08:00-10:00,05:00-07:00,0.5217,MEDIUM,sparse data (<30 violations)
C_702,13,2,2,11,7,0.5385,"[11, 10]",Tuesday,WEEKDAY,11.0,,11:00-13:00,10:00-12:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_703,19,5,4,11,7,0.3684,"[11, 12, 8]",Wednesday,WEEKDAY,11.0,4.0,11:00-13:00,12:00-14:00,0.7895,LOW,sparse data (<30 violations); few active days (<7)
C_704,36,7,5,13,18,0.5,"[13, 10, 7]",Thursday,WEEKDAY,13.0,7.0,13:00-15:00,10:00-12:00,0.8333,MEDIUM,clean
C_705,40,13,8,7,15,0.375,"[7, 5, 6]",Tuesday,WEEKDAY,7.0,5.0,07:00-09:00,05:00-07:00,0.775,MEDIUM,clean
C_706,24,14,10,7,6,0.25,"[7, 10, 3]",Friday,WEEKDAY,7.0,7.0,07:00-09:00,10:00-12:00,0.5417,MEDIUM,sparse data (<30 violations)
C_707,170,26,12,3,46,0.2706,"[3, 4, 11]",Friday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,0.6471,HIGH,clean
C_708,21,12,8,12,7,0.3333,"[12, 13, 5]",Thursday,MIXED,12.0,13.0,12:00-14:00,13:00-15:00,0.7619,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_709,18,12,11,11,4,0.2222,"[11, 6, 13]",Wednesday,MIXED,11.0,6.0,11:00-13:00,06:00-08:00,0.5,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_71,275,44,19,11,64,0.2327,"[11, 8, 12]",Tuesday,MIXED,12.0,11.0,11:00-13:00,08:00-10:00,0.5455,HIGH,no strong weekday/weekend skew
C_710,48,2,2,6,35,0.7292,"[6, 7]",Thursday,WEEKDAY,6.0,,06:00-08:00,07:00-09:00,1.0,MEDIUM,few active days (<7)
C_711,18,8,8,11,7,0.3889,"[11, 7, 13]",Wednesday,WEEKDAY,11.0,5.0,11:00-13:00,07:00-09:00,0.7778,MEDIUM,sparse data (<30 violations)
C_712,49,5,3,4,17,0.3469,"[4, 9, 8]",Friday,MIXED,9.0,4.0,04:00-06:00,09:00-11:00,0.7551,MEDIUM,few active days (<7); no strong weekday/weekend skew
C_713,15,4,2,14,9,0.6,"[14, 13, 10]",Sunday,WEEKEND,10.0,14.0,14:00-16:00,13:00-15:00,0.8667,LOW,sparse data (<30 violations); few active days (<7)
C_714,52,28,16,11,22,0.4231,"[11, 10, 2]",Wednesday,WEEKDAY,11.0,10.0,11:00-13:00,10:00-12:00,0.7885,MEDIUM,clean
C_715,52,19,9,11,15,0.2885,"[11, 12, 13]",Sunday,MIXED,2.0,13.0,11:00-13:00,12:00-14:00,0.8269,MEDIUM,no strong weekday/weekend skew
C_716,27,10,7,2,14,0.5185,"[2, 8, 1]",Wednesday,WEEKDAY,2.0,2.0,02:00-04:00,08:00-10:00,0.7407,MEDIUM,sparse data (<30 violations)
C_717,18,8,7,8,6,0.3333,"[8, 10, 11]",Thursday,WEEKDAY,8.0,10.0,08:00-10:00,10:00-12:00,0.6667,MEDIUM,sparse data (<30 violations)
C_718,15,13,10,2,6,0.4,"[2, 11, 12]",Friday,WEEKDAY,2.0,2.0,02:00-04:00,11:00-13:00,0.8,MEDIUM,sparse data (<30 violations)
C_719,22,6,4,3,19,0.8636,"[3, 2]",Sunday,MIXED,3.0,3.0,03:00-05:00,02:00-04:00,1.0,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_72,116,21,12,5,44,0.3793,"[5, 3, 6]",Saturday,MIXED,3.0,5.0,05:00-07:00,03:00-05:00,0.8707,HIGH,no strong weekday/weekend skew
C_720,19,7,4,2,10,0.5263,"[2, 3, 11]",Saturday,WEEKEND,3.0,2.0,02:00-04:00,03:00-05:00,1.0,MEDIUM,sparse data (<30 violations)
C_721,32,12,7,3,14,0.4375,"[3, 2, 4]",Sunday,MIXED,3.0,2.0,03:00-05:00,02:00-04:00,0.8125,MEDIUM,no strong weekday/weekend skew
C_722,73,21,15,11,17,0.2329,"[11, 13, 4]",Saturday,MIXED,11.0,13.0,11:00-13:00,13:00-15:00,0.5479,MEDIUM,no strong weekday/weekend skew
C_723,18,15,11,5,3,0.1667,"[5, 12, 6]",Saturday,MIXED,6.0,5.0,05:00-07:00,12:00-14:00,0.5,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_724,42,21,13,9,8,0.1905,"[9, 11, 10]",Friday,MIXED,11.0,6.0,09:00-11:00,11:00-13:00,0.5238,MEDIUM,no strong weekday/weekend skew
C_725,16,7,5,11,6,0.375,"[11, 9, 12]",Friday,WEEKDAY,11.0,9.0,11:00-13:00,09:00-11:00,0.9375,MEDIUM,sparse data (<30 violations)
C_726,41,12,8,4,12,0.2927,"[4, 3, 5]",Tuesday,MIXED,4.0,3.0,04:00-06:00,03:00-05:00,0.6098,MEDIUM,no strong weekday/weekend skew
C_727,38,24,14,10,10,0.2632,"[10, 8, 3]",Sunday,MIXED,8.0,10.0,10:00-12:00,08:00-10:00,0.5,MEDIUM,no strong weekday/weekend skew
C_728,94,20,13,6,40,0.4255,"[6, 7, 4]",Thursday,WEEKDAY,6.0,7.0,06:00-08:00,07:00-09:00,0.8404,MEDIUM,clean
C_729,39,28,14,10,9,0.2308,"[10, 11, 2]",Sunday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.5385,MEDIUM,no strong weekday/weekend skew
C_73,790,107,23,13,148,0.1873,"[13, 7, 10]",Sunday,MIXED,8.0,7.0,13:00-15:00,07:00-09:00,0.4709,HIGH,no strong weekday/weekend skew
C_730,111,19,13,7,25,0.2252,"[7, 8, 11]",Monday,WEEKDAY,7.0,7.0,07:00-09:00,08:00-10:00,0.5586,HIGH,clean
C_731,1751,70,18,5,322,0.1839,"[5, 10, 7]",Tuesday,WEEKDAY,5.0,8.0,05:00-07:00,10:00-12:00,0.4797,HIGH,clean
C_732,16,2,2,7,9,0.5625,"[7, 5]",Friday,MIXED,5.0,7.0,07:00-09:00,05:00-07:00,1.0,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_733,20,12,9,2,9,0.45,"[2, 8, 6]",Thursday,WEEKDAY,2.0,8.0,02:00-04:00,08:00-10:00,0.75,MEDIUM,sparse data (<30 violations)
C_734,146,17,11,9,35,0.2397,"[9, 11, 5]",Monday,WEEKDAY,11.0,5.0,09:00-11:00,11:00-13:00,0.6301,HIGH,clean
C_735,31,4,3,3,25,0.8065,"[3, 4, 10]",Thursday,MIXED,3.0,3.0,03:00-05:00,04:00-06:00,1.0,MEDIUM,few active days (<7); no strong weekday/weekend skew
C_736,35,16,10,5,16,0.4571,"[5, 6, 10]",Friday,WEEKDAY,5.0,8.0,05:00-07:00,06:00-08:00,0.7143,MEDIUM,clean
